Sample	Gene	Identity(%)	Coverage	Subject	AlignLen
GCF_041879465.1_GCF_041879465.1_ASM4187946v1_genomic_hits	ureD	100.0	1.0	NZ_CP168979.1	188
GCF_041879485.1_GCF_041879485.1_ASM4187948v1_genomic_hits	Z2098	100.0	1.0	NZ_CP168981.1	200
GCF_041879485.1_GCF_041879485.1_ASM4187948v1_genomic_hits	eae	100.0	1.0	NZ_CP168981.1	91
GCF_041879485.1_GCF_041879485.1_ASM4187948v1_genomic_hits	espK	99.43	1.0	NZ_CP168981.1	176
GCF_041879485.1_GCF_041879485.1_ASM4187948v1_genomic_hits	espN	100.0	1.0	NZ_CP168981.1	181
GCF_041879485.1_GCF_041879485.1_ASM4187948v1_genomic_hits	espV	98.88	1.0	NZ_CP168981.1	178
GCF_041879485.1_GCF_041879485.1_ASM4187948v1_genomic_hits	stx1	100.0	1.0	NZ_CP168981.1	112
GCF_041879485.1_GCF_041879485.1_ASM4187948v1_genomic_hits	ureD	100.0	1.0	NZ_CP168981.1	188
GCF_041879495.1_GCF_041879495.1_ASM4187949v1_genomic_hits	Z2098	100.0	1.0	NZ_CP168998.1	200
GCF_041879495.1_GCF_041879495.1_ASM4187949v1_genomic_hits	eae	100.0	1.0	NZ_CP168998.1	91
GCF_041879495.1_GCF_041879495.1_ASM4187949v1_genomic_hits	espN	100.0	1.0	NZ_CP168998.1	181
GCF_041879495.1_GCF_041879495.1_ASM4187949v1_genomic_hits	espV	98.31	1.0	NZ_CP168998.1	178
GCF_041879495.1_GCF_041879495.1_ASM4187949v1_genomic_hits	stx1	100.0	1.0	NZ_CP168998.1	112
GCF_041879495.1_GCF_041879495.1_ASM4187949v1_genomic_hits	ureD	100.0	1.0	NZ_CP168998.1	188
GCF_041879505.1_GCF_041879505.1_ASM4187950v1_genomic_hits	Z2098	100.0	1.0	NZ_CP169003.1	200
GCF_041879505.1_GCF_041879505.1_ASM4187950v1_genomic_hits	eae	100.0	1.0	NZ_CP169003.1	91
GCF_041879505.1_GCF_041879505.1_ASM4187950v1_genomic_hits	espK	99.43	1.0	NZ_CP169003.1	176
GCF_041879505.1_GCF_041879505.1_ASM4187950v1_genomic_hits	espN	100.0	1.0	NZ_CP169003.1	181
GCF_041879505.1_GCF_041879505.1_ASM4187950v1_genomic_hits	stx1	100.0	1.0	NZ_CP169003.1	112
GCF_041879505.1_GCF_041879505.1_ASM4187950v1_genomic_hits	ureD	100.0	1.0	NZ_CP169003.1	188
GCF_041879555.1_GCF_041879555.1_ASM4187955v1_genomic_hits	Z2098	100.0	1.0	NZ_CP168984.1	200
GCF_041879555.1_GCF_041879555.1_ASM4187955v1_genomic_hits	eae	98.9	1.0	NZ_CP168984.1	91
GCF_041879555.1_GCF_041879555.1_ASM4187955v1_genomic_hits	stx1	100.0	1.0	NZ_CP168984.1	112
GCF_041879555.1_GCF_041879555.1_ASM4187955v1_genomic_hits	ureD	99.47	1.0	NZ_CP168984.1	188
GCF_041880225.1_GCF_041880225.1_ASM4188022v1_genomic_hits	Z2098	100.0	1.0	NZ_CP168987.1	200
GCF_041880225.1_GCF_041880225.1_ASM4188022v1_genomic_hits	eae	100.0	1.0	NZ_CP168987.1	91
GCF_041880225.1_GCF_041880225.1_ASM4188022v1_genomic_hits	espN	100.0	1.0	NZ_CP168987.1	181
GCF_041880225.1_GCF_041880225.1_ASM4188022v1_genomic_hits	espV	98.31	1.0	NZ_CP168987.1	178
GCF_041880225.1_GCF_041880225.1_ASM4188022v1_genomic_hits	stx1	100.0	1.0	NZ_CP168987.1	112
GCF_041880225.1_GCF_041880225.1_ASM4188022v1_genomic_hits	ureD	100.0	1.0	NZ_CP168987.1	188
GCF_041880775.1_GCF_041880775.1_ASM4188077v1_genomic_hits	Z2098	100.0	1.0	NZ_CP168989.1	200
GCF_041880775.1_GCF_041880775.1_ASM4188077v1_genomic_hits	eae	100.0	1.0	NZ_CP168989.1	91
GCF_041880775.1_GCF_041880775.1_ASM4188077v1_genomic_hits	espK	100.0	1.0	NZ_CP168989.1	176
GCF_041880775.1_GCF_041880775.1_ASM4188077v1_genomic_hits	espN	100.0	1.0	NZ_CP168989.1	181
GCF_041880775.1_GCF_041880775.1_ASM4188077v1_genomic_hits	espV	100.0	1.0	NZ_CP168989.1	178
GCF_041880775.1_GCF_041880775.1_ASM4188077v1_genomic_hits	stx1	100.0	1.0	NZ_CP168989.1	112
GCF_041880775.1_GCF_041880775.1_ASM4188077v1_genomic_hits	stx2	100.0	1.0	NZ_CP168989.1	83
GCF_041880775.1_GCF_041880775.1_ASM4188077v1_genomic_hits	ureD	100.0	1.0	NZ_CP168989.1	188
GCF_041881345.1_GCF_041881345.1_ASM4188134v1_genomic_hits	Z2098	100.0	1.0	NZ_CP168991.1	200
GCF_041881345.1_GCF_041881345.1_ASM4188134v1_genomic_hits	eae	100.0	1.0	NZ_CP168991.1	91
GCF_041881345.1_GCF_041881345.1_ASM4188134v1_genomic_hits	espK	100.0	1.0	NZ_CP168991.1	176
GCF_041881345.1_GCF_041881345.1_ASM4188134v1_genomic_hits	espN	100.0	1.0	NZ_CP168991.1	181
GCF_041881345.1_GCF_041881345.1_ASM4188134v1_genomic_hits	espV	98.84	0.972	NZ_CP168991.1	173
GCF_041881345.1_GCF_041881345.1_ASM4188134v1_genomic_hits	stx1	100.0	1.0	NZ_CP168991.1	112
GCF_041881345.1_GCF_041881345.1_ASM4188134v1_genomic_hits	ureD	100.0	1.0	NZ_CP168991.1	188
GCF_041882485.1_GCF_041882485.1_ASM4188248v1_genomic_hits	Z2098	100.0	1.0	NZ_CP169008.1	200
GCF_041882485.1_GCF_041882485.1_ASM4188248v1_genomic_hits	eae	100.0	1.0	NZ_CP169008.1	91
GCF_041882485.1_GCF_041882485.1_ASM4188248v1_genomic_hits	espK	100.0	1.0	NZ_CP169008.1	176
GCF_041882485.1_GCF_041882485.1_ASM4188248v1_genomic_hits	espN	100.0	1.0	NZ_CP169008.1	181
GCF_041882485.1_GCF_041882485.1_ASM4188248v1_genomic_hits	espV	98.84	0.972	NZ_CP169008.1	173
GCF_041882485.1_GCF_041882485.1_ASM4188248v1_genomic_hits	stx1	100.0	1.0	NZ_CP169008.1	112
GCF_041882485.1_GCF_041882485.1_ASM4188248v1_genomic_hits	ureD	100.0	1.0	NZ_CP169008.1	188
GCF_041883745.1_GCF_041883745.1_ASM4188374v1_genomic_hits	Z2098	100.0	1.0	NZ_CP169023.1	200
GCF_041883745.1_GCF_041883745.1_ASM4188374v1_genomic_hits	eae	100.0	1.0	NZ_CP169023.1	91
GCF_041883745.1_GCF_041883745.1_ASM4188374v1_genomic_hits	espK	100.0	1.0	NZ_CP169023.1	176
GCF_041883745.1_GCF_041883745.1_ASM4188374v1_genomic_hits	espN	99.45	1.0	NZ_CP169023.1	181
GCF_041883745.1_GCF_041883745.1_ASM4188374v1_genomic_hits	espV	98.84	0.972	NZ_CP169023.1	173
GCF_041883745.1_GCF_041883745.1_ASM4188374v1_genomic_hits	stx1	100.0	1.0	NZ_CP169023.1	112
GCF_041883745.1_GCF_041883745.1_ASM4188374v1_genomic_hits	stx2	100.0	1.0	NZ_CP169023.1	83
GCF_041883745.1_GCF_041883745.1_ASM4188374v1_genomic_hits	ureD	100.0	1.0	NZ_CP169023.1	188
GCF_041884315.1_GCF_041884315.1_ASM4188431v1_genomic_hits	Z2098	100.0	1.0	NZ_CP169013.1	200
GCF_041884315.1_GCF_041884315.1_ASM4188431v1_genomic_hits	eae	100.0	1.0	NZ_CP169013.1	91
GCF_041884315.1_GCF_041884315.1_ASM4188431v1_genomic_hits	espK	100.0	1.0	NZ_CP169013.1	176
GCF_041884315.1_GCF_041884315.1_ASM4188431v1_genomic_hits	espN	100.0	1.0	NZ_CP169013.1	181
GCF_041884315.1_GCF_041884315.1_ASM4188431v1_genomic_hits	espV	98.84	0.972	NZ_CP169013.1	173
GCF_041884315.1_GCF_041884315.1_ASM4188431v1_genomic_hits	stx1	100.0	1.0	NZ_CP169013.1	112
GCF_041884315.1_GCF_041884315.1_ASM4188431v1_genomic_hits	ureD	100.0	1.0	NZ_CP169013.1	188
GCF_041884965.1_GCF_041884965.1_ASM4188496v1_genomic_hits	Z2098	100.0	1.0	NZ_CP169018.1	200
GCF_041884965.1_GCF_041884965.1_ASM4188496v1_genomic_hits	eae	100.0	1.0	NZ_CP169018.1	91
GCF_041884965.1_GCF_041884965.1_ASM4188496v1_genomic_hits	espK	99.43	1.0	NZ_CP169018.1	176
GCF_041884965.1_GCF_041884965.1_ASM4188496v1_genomic_hits	espN	100.0	1.0	NZ_CP169018.1	181
GCF_041884965.1_GCF_041884965.1_ASM4188496v1_genomic_hits	stx1	100.0	1.0	NZ_CP169018.1	112
GCF_041884965.1_GCF_041884965.1_ASM4188496v1_genomic_hits	ureD	100.0	1.0	NZ_CP169018.1	188
GCF_041885595.1_GCF_041885595.1_ASM4188559v1_genomic_hits	Z2098	100.0	1.0	NZ_CP169026.1	200
GCF_041885595.1_GCF_041885595.1_ASM4188559v1_genomic_hits	eae	100.0	1.0	NZ_CP169026.1	91
GCF_041885595.1_GCF_041885595.1_ASM4188559v1_genomic_hits	espK	99.43	1.0	NZ_CP169026.1	176
GCF_041885595.1_GCF_041885595.1_ASM4188559v1_genomic_hits	stx2	100.0	1.0	NZ_CP169026.1	83
GCF_041885595.1_GCF_041885595.1_ASM4188559v1_genomic_hits	ureD	99.47	1.0	NZ_CP169026.1	188
GCF_041950575.1_GCF_041950575.1_ASM4195057v1_genomic_hits	Z2098	100.0	1.0	NZ_CP169546.1	200
GCF_041950575.1_GCF_041950575.1_ASM4195057v1_genomic_hits	eae	100.0	1.0	NZ_CP169546.1	91
GCF_041950575.1_GCF_041950575.1_ASM4195057v1_genomic_hits	espV	100.0	1.0	NZ_CP169546.1	178
GCF_041950575.1_GCF_041950575.1_ASM4195057v1_genomic_hits	ureD	100.0	1.0	NZ_CP169546.1	188
GCF_041950585.1_GCF_041950585.1_ASM4195058v1_genomic_hits	Z2098	100.0	1.0	NZ_CP169544.1	200
GCF_041950585.1_GCF_041950585.1_ASM4195058v1_genomic_hits	eae	100.0	1.0	NZ_CP169544.1	91
GCF_041950585.1_GCF_041950585.1_ASM4195058v1_genomic_hits	espV	100.0	1.0	NZ_CP169544.1	178
GCF_041950585.1_GCF_041950585.1_ASM4195058v1_genomic_hits	ureD	100.0	1.0	NZ_CP169544.1	188
GCF_044161125.1_GCF_044161125.1_ASM4416112v1_genomic_hits	aggR	100.0	1.0	NZ_CP171475.1	107
GCF_045344485.1_GCF_045344485.1_ASM4534448v1_genomic_hits	eae	100.0	1.0	NZ_CP148579.1	91
GCF_045344485.1_GCF_045344485.1_ASM4534448v1_genomic_hits	espN	100.0	1.0	NZ_CP148579.1	181
GCF_045344485.1_GCF_045344485.1_ASM4534448v1_genomic_hits	espV	98.88	1.006	NZ_CP148579.1	179
GCF_045344495.1_GCF_045344495.1_ASM4534449v1_genomic_hits	eae	100.0	1.0	NZ_CP148573.1	91
GCF_045344505.1_GCF_045344505.1_ASM4534450v1_genomic_hits	eae	100.0	1.0	NZ_CP148746.1	91
GCF_045344585.1_GCF_045344585.1_ASM4534458v1_genomic_hits	eae	100.0	1.0	NZ_CP148498.1	91
GCF_045344585.1_GCF_045344585.1_ASM4534458v1_genomic_hits	espK	100.0	1.0	NZ_CP148498.1	176
GCF_045344595.1_GCF_045344595.1_ASM4534459v1_genomic_hits	eae	100.0	1.0	NZ_CP148483.1	91
GCF_045344595.1_GCF_045344595.1_ASM4534459v1_genomic_hits	espK	100.0	1.0	NZ_CP148483.1	176
GCF_045344605.1_GCF_045344605.1_ASM4534460v1_genomic_hits	eae	100.0	1.0	NZ_CP148474.1	91
GCF_045344605.1_GCF_045344605.1_ASM4534460v1_genomic_hits	espK	100.0	1.0	NZ_CP148474.1	176
GCF_045344605.1_GCF_045344605.1_ASM4534460v1_genomic_hits	espV	99.44	1.0	NZ_CP148474.1	178
GCF_045344615.1_GCF_045344615.1_ASM4534461v1_genomic_hits	eae	100.0	1.0	NZ_CP148378.1	91
GCF_045344725.1_GCF_045344725.1_ASM4534472v1_genomic_hits	eae	100.0	1.0	NZ_CP148363.1	91
GCF_045344805.1_GCF_045344805.1_ASM4534480v1_genomic_hits	eae	100.0	1.0	NZ_CP148357.1	91
GCF_045344805.1_GCF_045344805.1_ASM4534480v1_genomic_hits	espK	100.0	1.0	NZ_CP148357.1	176
GCF_045344805.1_GCF_045344805.1_ASM4534480v1_genomic_hits	espV	98.84	0.972	NZ_CP148357.1	173
GCF_045344805.1_GCF_045344805.1_ASM4534480v1_genomic_hits	ureD	100.0	1.0	NZ_CP148357.1	188
GCF_045344835.1_GCF_045344835.1_ASM4534483v1_genomic_hits	Z2098	100.0	1.0	NZ_CP148349.1	200
GCF_045344835.1_GCF_045344835.1_ASM4534483v1_genomic_hits	eae	98.9	1.0	NZ_CP148349.1	91
GCF_045344835.1_GCF_045344835.1_ASM4534483v1_genomic_hits	espK	100.0	1.0	NZ_CP148349.1	176
GCF_045344835.1_GCF_045344835.1_ASM4534483v1_genomic_hits	espN	100.0	1.0	NZ_CP148349.1	181
GCF_045344835.1_GCF_045344835.1_ASM4534483v1_genomic_hits	espV	98.27	0.972	NZ_CP148349.1	173
GCF_045344835.1_GCF_045344835.1_ASM4534483v1_genomic_hits	ureD	100.0	1.0	NZ_CP148349.1	188
GCF_045344925.1_GCF_045344925.1_ASM4534492v1_genomic_hits	eae	100.0	1.0	NZ_CP148334.1	91
GCF_045344925.1_GCF_045344925.1_ASM4534492v1_genomic_hits	espV	93.06	0.972	NZ_CP148335.1	173
GCF_045344995.1_GCF_045344995.1_ASM4534499v1_genomic_hits	eae	98.9	1.0	NZ_CP148331.1	91
GCF_045345065.1_GCF_045345065.1_ASM4534506v1_genomic_hits	eae	100.0	1.0	NZ_CP148289.1	91
GCF_045345065.1_GCF_045345065.1_ASM4534506v1_genomic_hits	ureD	100.0	1.0	NZ_CP148289.1	188
GCF_045347625.1_GCF_045347625.1_ASM4534762v1_genomic_hits	Z2098	100.0	1.0	NZ_CP149466.1	200
GCF_045347625.1_GCF_045347625.1_ASM4534762v1_genomic_hits	eae	100.0	1.0	NZ_CP149466.1	91
GCF_045347625.1_GCF_045347625.1_ASM4534762v1_genomic_hits	espK	100.0	1.0	NZ_CP149466.1	176
GCF_045347625.1_GCF_045347625.1_ASM4534762v1_genomic_hits	espN	100.0	1.0	NZ_CP149466.1	181
GCF_045347625.1_GCF_045347625.1_ASM4534762v1_genomic_hits	espV	100.0	1.0	NZ_CP149466.1	178
GCF_045347625.1_GCF_045347625.1_ASM4534762v1_genomic_hits	stx1	100.0	1.0	NZ_CP149466.1	112
GCF_045347625.1_GCF_045347625.1_ASM4534762v1_genomic_hits	stx2	100.0	1.0	NZ_CP149466.1	83
GCF_045347625.1_GCF_045347625.1_ASM4534762v1_genomic_hits	ureD	100.0	1.0	NZ_CP149466.1	188
GCF_045517155.1_GCF_045517155.1_ASM4551715v1_genomic_hits	eae	100.0	1.0	NZ_CP171883.1	91
GCF_045517155.1_GCF_045517155.1_ASM4551715v1_genomic_hits	espV	98.27	0.972	NZ_CP171883.1	173
GCF_046107155.1_GCF_046107155.1_ASM4610715v1_genomic_hits	eae	95.51	0.978	NZ_CP151038.1	89
GCF_046107155.1_GCF_046107155.1_ASM4610715v1_genomic_hits	espK	100.0	1.0	NZ_CP151038.1	176
GCF_046272025.1_GCF_046272025.1_ASM4627202v1_genomic_hits	Z2098	99.5	1.0	NZ_CP176678.1	200
GCF_046272025.1_GCF_046272025.1_ASM4627202v1_genomic_hits	eae	100.0	1.0	NZ_CP176678.1	91
GCF_046272025.1_GCF_046272025.1_ASM4627202v1_genomic_hits	espK	99.43	1.0	NZ_CP176678.1	176
GCF_046272025.1_GCF_046272025.1_ASM4627202v1_genomic_hits	espN	99.45	1.0	NZ_CP176678.1	181
GCF_046272025.1_GCF_046272025.1_ASM4627202v1_genomic_hits	espV	98.31	1.0	NZ_CP176678.1	178
GCF_046272025.1_GCF_046272025.1_ASM4627202v1_genomic_hits	stx2	100.0	1.0	NZ_CP176678.1	83
GCF_046272025.1_GCF_046272025.1_ASM4627202v1_genomic_hits	ureD	99.47	1.0	NZ_CP176678.1	188
GCF_046272065.1_GCF_046272065.1_ASM4627206v1_genomic_hits	Z2098	100.0	1.0	NZ_CP176687.1	200
GCF_046272065.1_GCF_046272065.1_ASM4627206v1_genomic_hits	eae	100.0	1.0	NZ_CP176687.1	91
GCF_046272065.1_GCF_046272065.1_ASM4627206v1_genomic_hits	espV	100.0	1.0	NZ_CP176687.1	178
GCF_046272065.1_GCF_046272065.1_ASM4627206v1_genomic_hits	stx1	100.0	1.0	NZ_CP176687.1	112
GCF_046272065.1_GCF_046272065.1_ASM4627206v1_genomic_hits	ureD	100.0	1.0	NZ_CP176687.1	188
GCF_048296705.1_GCF_048296705.1_ASM4829670v1_genomic_hits	Z2098	100.0	1.0	NZ_CP182512.1	200
GCF_048296705.1_GCF_048296705.1_ASM4829670v1_genomic_hits	eae	100.0	1.0	NZ_CP182512.1	91
GCF_048296705.1_GCF_048296705.1_ASM4829670v1_genomic_hits	espK	100.0	1.0	NZ_CP182512.1	176
GCF_048296705.1_GCF_048296705.1_ASM4829670v1_genomic_hits	espN	100.0	1.0	NZ_CP182512.1	181
GCF_048296705.1_GCF_048296705.1_ASM4829670v1_genomic_hits	espV	100.0	1.0	NZ_CP182512.1	178
GCF_048296705.1_GCF_048296705.1_ASM4829670v1_genomic_hits	stx1	100.0	1.0	NZ_CP182512.1	112
GCF_048296705.1_GCF_048296705.1_ASM4829670v1_genomic_hits	stx2	100.0	1.0	NZ_CP182512.1	83
GCF_048296705.1_GCF_048296705.1_ASM4829670v1_genomic_hits	ureD	100.0	1.0	NZ_CP182512.1	188
GCF_048568915.1_GCF_048568915.1_ASM4856891v1_genomic_hits	Z2098	100.0	1.0	NZ_CP074764.1	200
GCF_048568915.1_GCF_048568915.1_ASM4856891v1_genomic_hits	eae	100.0	1.0	NZ_CP074764.1	91
GCF_048568915.1_GCF_048568915.1_ASM4856891v1_genomic_hits	espK	99.43	1.0	NZ_CP074764.1	176
GCF_048568915.1_GCF_048568915.1_ASM4856891v1_genomic_hits	ureD	100.0	1.0	NZ_CP074764.1	188
GCF_048568925.1_GCF_048568925.1_ASM4856892v1_genomic_hits	Z2098	100.0	1.0	NZ_CP074766.1	200
GCF_048568925.1_GCF_048568925.1_ASM4856892v1_genomic_hits	eae	100.0	1.0	NZ_CP074766.1	91
GCF_048568925.1_GCF_048568925.1_ASM4856892v1_genomic_hits	espK	99.43	1.0	NZ_CP074766.1	176
GCF_048568925.1_GCF_048568925.1_ASM4856892v1_genomic_hits	espN	100.0	1.0	NZ_CP074766.1	181
GCF_048568925.1_GCF_048568925.1_ASM4856892v1_genomic_hits	stx1	100.0	1.0	NZ_CP074766.1	112
GCF_048568925.1_GCF_048568925.1_ASM4856892v1_genomic_hits	ureD	100.0	1.0	NZ_CP074766.1	188
GCF_048568935.1_GCF_048568935.1_ASM4856893v1_genomic_hits	Z2098	100.0	1.0	NZ_CP074769.1	200
GCF_048568935.1_GCF_048568935.1_ASM4856893v1_genomic_hits	eae	100.0	1.0	NZ_CP074769.1	91
GCF_048568935.1_GCF_048568935.1_ASM4856893v1_genomic_hits	espK	99.43	1.0	NZ_CP074769.1	176
GCF_048568935.1_GCF_048568935.1_ASM4856893v1_genomic_hits	ureD	99.47	1.0	NZ_CP074769.1	188
GCF_048568945.1_GCF_048568945.1_ASM4856894v1_genomic_hits	Z2098	100.0	1.0	NZ_CP074773.1	200
GCF_048568945.1_GCF_048568945.1_ASM4856894v1_genomic_hits	eae	100.0	1.0	NZ_CP074773.1	91
GCF_048568945.1_GCF_048568945.1_ASM4856894v1_genomic_hits	espK	99.43	1.0	NZ_CP074773.1	176
GCF_048568945.1_GCF_048568945.1_ASM4856894v1_genomic_hits	espN	100.0	1.0	NZ_CP074773.1	181
GCF_048568945.1_GCF_048568945.1_ASM4856894v1_genomic_hits	espV	98.88	1.0	NZ_CP074773.1	178
GCF_048568945.1_GCF_048568945.1_ASM4856894v1_genomic_hits	stx1	100.0	1.0	NZ_CP074773.1	112
GCF_048568945.1_GCF_048568945.1_ASM4856894v1_genomic_hits	stx2	100.0	1.0	NZ_CP074773.1	83
GCF_048568945.1_GCF_048568945.1_ASM4856894v1_genomic_hits	ureD	100.0	1.0	NZ_CP074773.1	188
GCF_048568955.1_GCF_048568955.1_ASM4856895v1_genomic_hits	Z2098	100.0	1.0	NZ_CP074777.1	200
GCF_048568955.1_GCF_048568955.1_ASM4856895v1_genomic_hits	eae	100.0	1.0	NZ_CP074777.1	91
GCF_048568955.1_GCF_048568955.1_ASM4856895v1_genomic_hits	espK	99.43	1.0	NZ_CP074777.1	176
GCF_048568955.1_GCF_048568955.1_ASM4856895v1_genomic_hits	espN	100.0	1.0	NZ_CP074777.1	181
GCF_048568955.1_GCF_048568955.1_ASM4856895v1_genomic_hits	espV	90.45	1.0	NZ_CP074777.1	178
GCF_048568955.1_GCF_048568955.1_ASM4856895v1_genomic_hits	stx1	100.0	1.0	NZ_CP074777.1	112
GCF_048568955.1_GCF_048568955.1_ASM4856895v1_genomic_hits	stx2	100.0	1.0	NZ_CP074777.1	83
GCF_048568955.1_GCF_048568955.1_ASM4856895v1_genomic_hits	ureD	100.0	1.0	NZ_CP074777.1	188
GCF_048568965.1_GCF_048568965.1_ASM4856896v1_genomic_hits	Z2098	100.0	1.0	NZ_CP074781.1	200
GCF_048568965.1_GCF_048568965.1_ASM4856896v1_genomic_hits	eae	100.0	1.0	NZ_CP074781.1	91
GCF_048568965.1_GCF_048568965.1_ASM4856896v1_genomic_hits	espK	99.43	1.0	NZ_CP074781.1	176
GCF_048568965.1_GCF_048568965.1_ASM4856896v1_genomic_hits	espN	100.0	1.0	NZ_CP074781.1	181
GCF_048568965.1_GCF_048568965.1_ASM4856896v1_genomic_hits	espV	90.45	1.0	NZ_CP074781.1	178
GCF_048568965.1_GCF_048568965.1_ASM4856896v1_genomic_hits	stx1	100.0	1.0	NZ_CP074781.1	112
GCF_048568965.1_GCF_048568965.1_ASM4856896v1_genomic_hits	stx2	100.0	1.0	NZ_CP074781.1	83
GCF_048568965.1_GCF_048568965.1_ASM4856896v1_genomic_hits	ureD	100.0	1.0	NZ_CP074781.1	188
GCF_048568975.1_GCF_048568975.1_ASM4856897v1_genomic_hits	Z2098	100.0	1.0	NZ_CP074785.1	200
GCF_048568975.1_GCF_048568975.1_ASM4856897v1_genomic_hits	eae	100.0	1.0	NZ_CP074785.1	91
GCF_048568975.1_GCF_048568975.1_ASM4856897v1_genomic_hits	espK	99.43	1.0	NZ_CP074785.1	176
GCF_048568975.1_GCF_048568975.1_ASM4856897v1_genomic_hits	espN	100.0	1.0	NZ_CP074785.1	181
GCF_048568975.1_GCF_048568975.1_ASM4856897v1_genomic_hits	espV	97.78	1.011	NZ_CP074785.1	180
GCF_048568975.1_GCF_048568975.1_ASM4856897v1_genomic_hits	ureD	100.0	1.0	NZ_CP074785.1	188
GCF_048568985.1_GCF_048568985.1_ASM4856898v1_genomic_hits	Z2098	100.0	1.0	NZ_CP074791.1	200
GCF_048568985.1_GCF_048568985.1_ASM4856898v1_genomic_hits	eae	100.0	1.0	NZ_CP074791.1	91
GCF_048568985.1_GCF_048568985.1_ASM4856898v1_genomic_hits	espK	99.43	1.0	NZ_CP074791.1	176
GCF_048568985.1_GCF_048568985.1_ASM4856898v1_genomic_hits	espV	98.88	1.0	NZ_CP074791.1	178
GCF_048568985.1_GCF_048568985.1_ASM4856898v1_genomic_hits	stx1	100.0	1.0	NZ_CP074791.1	112
GCF_048568985.1_GCF_048568985.1_ASM4856898v1_genomic_hits	ureD	100.0	1.0	NZ_CP074791.1	188
GCF_048568995.1_GCF_048568995.1_ASM4856899v1_genomic_hits	Z2098	100.0	1.0	NZ_CP074804.1	200
GCF_048568995.1_GCF_048568995.1_ASM4856899v1_genomic_hits	eae	100.0	1.0	NZ_CP074804.1	91
GCF_048568995.1_GCF_048568995.1_ASM4856899v1_genomic_hits	espK	99.43	1.0	NZ_CP074804.1	176
GCF_048568995.1_GCF_048568995.1_ASM4856899v1_genomic_hits	espN	100.0	1.0	NZ_CP074804.1	181
GCF_048568995.1_GCF_048568995.1_ASM4856899v1_genomic_hits	stx1	100.0	1.0	NZ_CP074804.1	112
GCF_048568995.1_GCF_048568995.1_ASM4856899v1_genomic_hits	ureD	100.0	1.0	NZ_CP074804.1	188
GCF_048569005.1_GCF_048569005.1_ASM4856900v1_genomic_hits	Z2098	100.0	1.0	NZ_CP074800.1	200
GCF_048569005.1_GCF_048569005.1_ASM4856900v1_genomic_hits	eae	100.0	1.0	NZ_CP074800.1	91
GCF_048569005.1_GCF_048569005.1_ASM4856900v1_genomic_hits	espK	99.43	1.0	NZ_CP074800.1	176
GCF_048569005.1_GCF_048569005.1_ASM4856900v1_genomic_hits	espN	100.0	1.0	NZ_CP074800.1	181
GCF_048569005.1_GCF_048569005.1_ASM4856900v1_genomic_hits	espV	98.88	1.0	NZ_CP074800.1	178
GCF_048569005.1_GCF_048569005.1_ASM4856900v1_genomic_hits	stx1	100.0	1.0	NZ_CP074800.1	112
GCF_048569005.1_GCF_048569005.1_ASM4856900v1_genomic_hits	ureD	100.0	1.0	NZ_CP074800.1	188
GCF_048569015.1_GCF_048569015.1_ASM4856901v1_genomic_hits	Z2098	100.0	1.0	NZ_CP074811.1	200
GCF_048569015.1_GCF_048569015.1_ASM4856901v1_genomic_hits	eae	100.0	1.0	NZ_CP074811.1	91
GCF_048569015.1_GCF_048569015.1_ASM4856901v1_genomic_hits	espK	99.43	1.0	NZ_CP074811.1	176
GCF_048569015.1_GCF_048569015.1_ASM4856901v1_genomic_hits	espN	100.0	1.0	NZ_CP074811.1	181
GCF_048569015.1_GCF_048569015.1_ASM4856901v1_genomic_hits	espV	98.88	1.0	NZ_CP074811.1	178
GCF_048569015.1_GCF_048569015.1_ASM4856901v1_genomic_hits	stx1	100.0	1.0	NZ_CP074811.1	112
GCF_048569015.1_GCF_048569015.1_ASM4856901v1_genomic_hits	ureD	100.0	1.0	NZ_CP074811.1	188
GCF_048569025.1_GCF_048569025.1_ASM4856902v1_genomic_hits	Z2098	100.0	1.0	NZ_CP074815.1	200
GCF_048569025.1_GCF_048569025.1_ASM4856902v1_genomic_hits	eae	100.0	1.0	NZ_CP074815.1	91
GCF_048569025.1_GCF_048569025.1_ASM4856902v1_genomic_hits	espK	99.43	1.0	NZ_CP074815.1	176
GCF_048569025.1_GCF_048569025.1_ASM4856902v1_genomic_hits	stx2	100.0	1.0	NZ_CP074815.1	83
GCF_048569025.1_GCF_048569025.1_ASM4856902v1_genomic_hits	ureD	99.47	1.0	NZ_CP074815.1	188
GCF_048569035.1_GCF_048569035.1_ASM4856903v1_genomic_hits	eae	100.0	1.0	NZ_CP074819.1	91
GCF_048569045.1_GCF_048569045.1_ASM4856904v1_genomic_hits	Z2098	100.0	1.0	NZ_CP074824.1	200
GCF_048569045.1_GCF_048569045.1_ASM4856904v1_genomic_hits	eae	100.0	1.0	NZ_CP074824.1	91
GCF_048569045.1_GCF_048569045.1_ASM4856904v1_genomic_hits	espK	99.43	1.0	NZ_CP074824.1	176
GCF_048569045.1_GCF_048569045.1_ASM4856904v1_genomic_hits	stx2	100.0	1.0	NZ_CP074824.1	83
GCF_048569045.1_GCF_048569045.1_ASM4856904v1_genomic_hits	ureD	99.47	1.0	NZ_CP074824.1	188
GCF_048569055.1_GCF_048569055.1_ASM4856905v1_genomic_hits	Z2098	100.0	1.0	NZ_CP074826.1	200
